/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_04_953.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_04_953.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_04_953.jpg,0,0,0,3.504351E-06
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_034.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_034.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_034.jpg,0,0,0,6.400124E-07
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_116.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_116.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_116.jpg,0,0,0,2.418416E-05
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_202.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_202.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_202.jpg,0,0,0,2.907193E-06
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_282.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_282.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_282.jpg,0,0,0,1.992818E-05
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_359.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_359.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_359.jpg,0,0,0,2.654785E-05
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_447.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_447.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_447.jpg,0,0.1163127,0,0.04476263
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_539.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_539.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_539.jpg,0,0.3722849,0,0.4309265
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_616.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_616.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_616.jpg,0,0.6035249,0,0.9081105
/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/center_2021_08_08_15_12_05_692.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/left_2021_08_08_15_12_05_692.jpg,/home/drtupe/Desktop/AESM/Courses/My_Projects/CarND-Behavioral-Cloning-P3/IMG/right_2021_08_08_15_12_05_692.jpg,0,0.835149,0,1.467238
